Entry	Entry name	Gene names	EC number
Q8IWU5	SULF2_HUMAN	SULF2 KIAA1247 UNQ559/PRO1120	3.1.6.-
Q96I59	SYNM_HUMAN	NARS2	6.1.1.22
Q9NP81	SYSM_HUMAN	SARS2 SARSM	6.1.1.11
O43897	TLL1_HUMAN	TLL1 TLL	3.4.24.-
Q93096	TP4A1_HUMAN	PTP4A1 PRL1 PTPCAAX1	3.1.3.48
O75365	TP4A3_HUMAN	PTP4A3 PRL3	3.1.3.48
Q3KQV9	UAP1L_HUMAN	UAP1L1	2.7.7.-
Q96PU4	UHRF2_HUMAN	UHRF2 NIRF RNF107	2.3.2.27
P55809	SCOT1_HUMAN	OXCT1 OXCT SCOT	2.8.3.5
P34925	RYK_HUMAN	RYK JTK5A	2.7.10.1
Q8TBK2	SETD6_HUMAN	SETD6	2.1.1.-
Q9BYW2	SETD2_HUMAN	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069	2.1.1.359; 2.1.1.-
Q9NWM0	SMOX_HUMAN	SMOX C20orf16 SMO UNQ3039/PRO9854	1.5.3.16
Q9H4L7	SMRCD_HUMAN	SMARCAD1 KIAA1122	3.6.4.12
Q9H040	SPRTN_HUMAN	SPRTN C1orf124 DVC1 UNQ1880/PRO4323	3.4.24.-
Q9HCE7	SMUF1_HUMAN	SMURF1 KIAA1625	2.3.2.26
O75908	SOAT2_HUMAN	SOAT2 ACACT2 ACAT2	2.3.1.26
P55072	TERA_HUMAN	VCP	3.6.4.6
Q08188	TGM3_HUMAN	TGM3	2.3.2.13
Q8WZ42	TITIN_HUMAN	TTN	2.7.11.1
Q86UE8	TLK2_HUMAN	TLK2	2.7.11.1
P14373	TRI27_HUMAN	TRIM27 RFP RNF76	2.3.2.27
Q15661	TRYB1_HUMAN	TPSAB1 TPS1 TPS2 TPSB1	3.4.21.59
Q86UV5	UBP48_HUMAN	USP48 USP31	3.4.19.12
O60294	TYW4_HUMAN	LCMT2 KIAA0547 TYW4	2.1.1.290; 2.3.1.231
Q96TA2	YMEL1_HUMAN	YME1L1 FTSH1 YME1L UNQ1868/PRO4304	3.4.24.-
Q8IYP9	ZDH23_HUMAN	ZDHHC23	2.3.1.225
O15541	R113A_HUMAN	RNF113A RNF113 ZNF183	2.3.2.27
Q9Y4L5	RN115_HUMAN	RNF115 ZNF364	2.3.2.27
Q1RMZ1	SAMTR_HUMAN	BMT2 C7orf60 SAMTOR	2.1.1.-
Q9H4L4	SENP3_HUMAN	SENP3 SSP3 SUSP3	3.4.22.-
P0C264	SBK3_HUMAN	SBK3 SGK110	2.7.11.1
Q9Y274	SIA10_HUMAN	ST3GAL6 SIAT10	2.4.99.-
Q9NRA0	SPHK2_HUMAN	SPHK2 SK2	2.7.1.91
P12931	SRC_HUMAN	SRC SRC1	2.7.10.2
Q8NHU3	SMS2_HUMAN	SGMS2 SMS2	2.7.8.27
Q16613	SNAT_HUMAN	AANAT SNAT	2.3.1.87
Q9BQ50	TREX2_HUMAN	TREX2	3.1.11.2
Q8NG68	TTL_HUMAN	TTL	6.3.2.25
Q96PF2	TSSK2_HUMAN	TSSK2 DGSG SPOGA2 STK22B	2.7.11.1
O43895	XPP2_HUMAN	XPNPEP2	3.4.11.9
O43567	RNF13_HUMAN	RNF13 RZF	2.3.2.27
O15047	SET1A_HUMAN	SETD1A KIAA0339 KMT2F SET1 SET1A	2.1.1.354
Q11206	SIA4C_HUMAN	ST3GAL4 CGS23 NANTA3 SIAT4C STZ	2.4.99.2; 2.4.99.4; 2.4.99.6
Q8NB12	SMYD1_HUMAN	SMYD1	2.1.1.354
Q96EB6	SIR1_HUMAN	SIRT1 SIR2L1	2.3.1.286; 2.3.1.-
Q9NY57	ST32B_HUMAN	STK32B YANK2 UNQ3003/PRO9744	2.7.11.1
Q9P289	STK26_HUMAN	STK26 MASK MST4	2.7.11.1
O94804	STK10_HUMAN	STK10 LOK	2.7.11.1
Q9BW92	SYTM_HUMAN	TARS2 TARSL1	6.1.1.3
P11388	TOP2A_HUMAN	TOP2A TOP2	5.6.2.2
Q6SA08	TSSK4_HUMAN	TSSK4 C14orf20 STK22E TSSK5	2.7.11.1
A0AVT1	UBA6_HUMAN	UBA6 MOP4 UBE1L2	6.2.1.45
P61081	UBC12_HUMAN	UBE2M UBC12	2.3.2.34
P22310	UD14_HUMAN	UGT1A4 GNT1 UGT1	2.4.1.17
A8MUK1	U17L5_HUMAN	USP17L5	3.4.19.12
O60656	UD19_HUMAN	UGT1A9 GNT1 UGT1	2.4.1.17
Q9UBS8	RNF14_HUMAN	RNF14 ARA54 HRIHFB2038	2.3.2.31
P23396	RS3_HUMAN	RPS3 OK/SW-cl.26	4.2.99.18
Q6P087	RUSD3_HUMAN	RPUSD3	5.4.99.-
Q5K4L6	S27A3_HUMAN	SLC27A3 ACSVL3 FATP3 PSEC0067 UNQ367/PRO703	6.2.1.-; 6.2.1.15
Q6PCB7	S27A1_HUMAN	SLC27A1 ACSVL5 FATP1	6.2.1.15
Q7Z7L1	SLN11_HUMAN	SLFN11	3.6.-.-
Q86YJ6	THNS2_HUMAN	THNSL2	4.2.3.-
Q6IQ55	TTBK2_HUMAN	TTBK2 KIAA0847	2.7.11.1
Q9UNY4	TTF2_HUMAN	TTF2	3.6.4.-
Q5TCY1	TTBK1_HUMAN	TTBK1 BDTK KIAA1855	2.7.11.1
Q7Z6J8	UBE3D_HUMAN	UBE3D C6orf157 H10BH UBE2CBP	2.3.2.26
P06133	UD2B4_HUMAN	UGT2B4 UGT2B11	2.4.1.17
P35968	VGFR2_HUMAN	KDR FLK1 VEGFR2	2.7.10.1
Q9NP80	PLPL8_HUMAN	PNPLA8 IPLA22 IPLA2G BM-043	3.1.1.5
P48736	PK3CG_HUMAN	PIK3CG	2.7.1.153; 2.7.11.1
O60260	PRKN_HUMAN	PRKN PARK2	2.3.2.31
Q9NRF8	PYRG2_HUMAN	CTPS2	6.3.4.2
Q96AT9	RPE_HUMAN	RPE HUSSY-17	5.1.3.1
O95707	RPP29_HUMAN	POP4 RPP29	3.1.26.5
Q6GMV2	SMYD5_HUMAN	SMYD5 RAI15	2.1.1.-
Q9UEE5	ST17A_HUMAN	STK17A DRAK1	2.7.11.1
P37173	TGFR2_HUMAN	TGFBR2	2.7.11.30
Q86WS5	TMPSC_HUMAN	TMPRSS12	3.4.21.-
Q9UET6	TRM7_HUMAN	FTSJ1 JM23	2.1.1.205
P51580	TPMT_HUMAN	TPMT	2.1.1.67
Q8IU80	TMPS6_HUMAN	TMPRSS6 UNQ354/PRO618	3.4.21.-
P07477	TRY1_HUMAN	PRSS1 TRP1 TRY1 TRYP1	3.4.21.4
O95881	TXD12_HUMAN	TXNDC12 TLP19 UNQ713/PRO1376	1.8.4.2
Q9P2H5	UBP35_HUMAN	USP35 KIAA1372 USP34	3.4.19.12
Q16831	UPP1_HUMAN	UPP1 UP	2.4.2.3
P62070	RRAS2_HUMAN	RRAS2 TC21	3.6.5.-
Q6PCB5	RSBNL_HUMAN	RSBN1L	1.14.11.-
Q8IY81	SPB1_HUMAN	FTSJ3 SB92	2.1.1.-
P57727	TMPS3_HUMAN	TMPRSS3 ECHOS1 TADG12 UNQ323/PRO382	3.4.21.-
P51668	UB2D1_HUMAN	UBE2D1 SFT UBC5A UBCH5 UBCH5A	2.3.2.23; 2.3.2.24
Q8NFA0	UBP32_HUMAN	USP32 USP10	3.4.19.12
P62068	UBP46_HUMAN	USP46	3.4.19.12
Q96GR4	ZDH12_HUMAN	ZDHHC12 ZNF400 PSEC0008	2.3.1.225
Q5FWF4	ZRAB3_HUMAN	ZRANB3	3.6.4.-; 3.1.-.-
Q86TU7	SETD3_HUMAN	SETD3 C14orf154	2.1.1.85
Q9UNP4	SIAT9_HUMAN	ST3GAL5 SIAT9 UNQ2510/PRO5998	2.4.99.9
Q9BU02	THTPA_HUMAN	THTPA	3.6.1.28
O00206	TLR4_HUMAN	TLR4	3.2.2.6
Q9P275	UBP36_HUMAN	USP36 KIAA1453	3.4.19.12
O94874	UFL1_HUMAN	UFL1 KIAA0776 MAXER NLBP RCAD	2.3.2.-
Q7L8A9	VASH1_HUMAN	VASH1 KIAA1036 VASH	3.4.17.17
Q96S55	WRIP1_HUMAN	WRNIP1 WHIP	3.6.1.-
Q8NBI6	XXLT1_HUMAN	XXYLT1 C3orf21 PSEC0251	2.4.2.62
P63131	VPK7_HUMAN	ERVK-7	3.4.23.50
P07947	YES_HUMAN	YES1 YES	2.7.10.2
Q9NXF8	ZDHC7_HUMAN	ZDHHC7	2.3.1.225; 2.3.1.-
Q8ND25	ZNRF1_HUMAN	ZNRF1 NIN283	2.3.2.27
Q9Y230	RUVB2_HUMAN	RUVBL2 INO80J TIP48 TIP49B CGI-46	3.6.4.12
Q9BQ83	SLX1_HUMAN	SLX1A GIYD1 SLX1; SLX1B GIYD2 SLX1	3.1.-.-
Q9H3S3	TMPS5_HUMAN	TMPRSS5	3.4.21.-
Q86TN4	TRPT1_HUMAN	TRPT1	2.7.1.160
P61088	UBE2N_HUMAN	UBE2N BLU	2.3.2.23
Q5W0Q7	USPL1_HUMAN	USPL1 C13orf22 D13S106	3.4.22.-
A2A288	ZC12D_HUMAN	ZC3H12D C6orf95 MCPIP4 TFL	3.1.-.-
Q9Y285	SYFA_HUMAN	FARSA FARS FARSL FARSLA	6.1.1.20
P68036	UB2L3_HUMAN	UBE2L3 UBCE7 UBCH7	2.3.2.23
P22309	UD11_HUMAN	UGT1A1 GNT1 UGT1	2.4.1.17
Q9HAW7	UD17_HUMAN	UGT1A7 GNT1 UGT1	2.4.1.17
Q6QN14	U17L6_HUMAN	USP17L6P USP17C USP17D USP17N	3.4.19.12
D6RBQ6	U17LH_HUMAN	USP17L17	3.4.19.12
Q6R6M4	U17L2_HUMAN	USP17L2 DUB3 USP17 USP17H USP17I USP17J USP17K USP17L USP17M	3.4.19.12
Q9NY84	VNN3_HUMAN	VNN3	3.5.1.92
Q86Y07	VRK2_HUMAN	VRK2	2.7.11.1
Q9C0D7	ZC12C_HUMAN	ZC3H12C KIAA1726 MCPIP3	3.1.-.-
Q9Y252	RNF6_HUMAN	RNF6 SPG2	2.3.2.27
Q99942	RNF5_HUMAN	RNF5 G16 NG2 RMA1	2.3.2.27
Q9H777	RNZ1_HUMAN	ELAC1 D29	3.1.26.11
Q7L523	RRAGA_HUMAN	RRAGA	3.6.5.-
P08294	SODE_HUMAN	SOD3	1.15.1.1
Q5T4S7	UBR4_HUMAN	UBR4 KIAA0462 KIAA1307 RBAF600 ZUBR1	2.3.2.27
P61086	UBE2K_HUMAN	UBE2K HIP2 LIG	2.3.2.23
Q9NWZ5	UCKL1_HUMAN	UCKL1 URKL1 F538	2.7.1.48
Q0WX57	U17LO_HUMAN	USP17L24 USP17 USP17H USP17I USP17J USP17K USP17L USP17M; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30	3.4.19.12
Q3SY77	UD3A2_HUMAN	UGT3A2 PSEC0073 UNQ842/PRO1780	2.4.1.17
C9J2P7	U17LF_HUMAN	USP17L15	3.4.19.12
Q68DV7	RNF43_HUMAN	RNF43	2.3.2.27
Q96EP0	RNF31_HUMAN	RNF31 ZIBRA	2.3.2.31
Q9BPW5	RSLBB_HUMAN	RASL11B	3.6.5.2
Q9GZR1	SENP6_HUMAN	SENP6 KIAA0797 SSP1 SUSP1 FKSG6	3.4.22.-
Q9H4I8	SEHL2_HUMAN	SERHL2 SERHL	3.1.-.-
P49589	SYCC_HUMAN	CARS1 CARS	6.1.1.16
Q96GW9	SYMM_HUMAN	MARS2	6.1.1.10
P35125	UBP6_HUMAN	USP6 HRP1 TRE2	3.4.19.12
Q8IWV8	UBR2_HUMAN	UBR2 C6orf133 KIAA0349	2.3.2.27
P38606	VATA_HUMAN	ATP6V1A ATP6A1 ATP6V1A1 VPP2	7.1.2.2
Q14191	WRN_HUMAN	WRN RECQ3 RECQL2	3.6.4.12; 3.1.-.-
Q96MV8	ZDH15_HUMAN	ZDHHC15 UNQ1969/PRO4501	2.3.1.225; 2.3.1.-
P30876	RPB2_HUMAN	POLR2B	2.7.7.6
O14975	S27A2_HUMAN	SLC27A2 ACSVL1 FACVL1 FATP2 VLACS	6.2.1.-; 6.2.1.15; 6.2.1.3; 6.2.1.24; 6.2.1.7
O95470	SGPL1_HUMAN	SGPL1 KIAA1252	4.1.2.27
Q9UPS6	SET1B_HUMAN	SETD1B KIAA1076 KMT2G SET1B	2.1.1.354
Q06520	ST2A1_HUMAN	SULT2A1 HST STD	2.8.2.2; 2.8.2.14
Q6J9G0	STYK1_HUMAN	STYK1 NOK	2.7.10.2
P47897	SYQ_HUMAN	QARS1 QARS	6.1.1.18
P48775	T23O_HUMAN	TDO2 TDO	1.13.11.11
Q70CQ1	UBP49_HUMAN	USP49	3.4.19.12
Q8N0U8	VKORL_HUMAN	VKORC1L1	1.17.4.4
Q9C0C9	UBE2O_HUMAN	UBE2O KIAA1734	2.3.2.24
Q9UN37	VPS4A_HUMAN	VPS4A VPS4	3.6.4.6
P63125	VPK25_HUMAN	ERVK-25	3.4.23.50
O75351	VPS4B_HUMAN	VPS4B SKD1 VPS42 MIG1	3.6.4.6
Q8WTX9	ZDHC1_HUMAN	ZDHHC1 C16orf1 ZNF377	2.3.1.225
P49427	UB2R1_HUMAN	CDC34 UBCH3 UBE2R1	2.3.2.23; 2.3.2.24
Q8WVN8	UB2Q2_HUMAN	UBE2Q2	2.3.2.23
P63146	UBE2B_HUMAN	UBE2B RAD6B	2.3.2.23
Q6IPR3	TYW3_HUMAN	TYW3 C1orf171	2.1.1.282
P0DTE4	UD2A1_HUMAN	UGT2A1	2.4.1.17
Q9UGI0	ZRAN1_HUMAN	ZRANB1 TRABID	3.4.19.12
P0C7U3	ZH11B_HUMAN	ZDHHC11B	2.3.1.225
Q16762	THTR_HUMAN	TST	2.8.1.1
Q02880	TOP2B_HUMAN	TOP2B	5.6.2.2
O94811	TPPP_HUMAN	TPPP TPPP1	3.6.5.-
Q8TBC4	UBA3_HUMAN	UBA3 UBE1C	6.2.1.64
Q13107	UBP4_HUMAN	USP4 UNP UNPH	3.4.19.12
Q96LR5	UB2E2_HUMAN	UBE2E2 UBCH8	2.3.2.23
Q9NUQ7	UFSP2_HUMAN	UFSP2 C4orf20	3.4.22.-
Q9HA47	UCK1_HUMAN	UCK1 URK1	2.7.1.48
A6NCW0	U17L3_HUMAN	USP17L3 USP17B USP17F	3.4.19.12
Q9NQW7	XPP1_HUMAN	XPNPEP1 XPNPEPL XPNPEPL1	3.4.11.9
Q96PM5	ZN363_HUMAN	RCHY1 ARNIP CHIMP PIRH2 RNF199 ZNF363	2.3.2.27
O14495	PLPP3_HUMAN	PLPP3 LPP3 PPAP2B	3.1.3.-; 3.1.3.4
P60891	PRPS1_HUMAN	PRPS1	2.7.6.1
Q9NQV8	PRDM8_HUMAN	PRDM8 PFM5	2.1.1.-
P21108	PRPS3_HUMAN	PRPS1L1 PRPS3 PRPSL	2.7.6.1
Q9NQX1	PRDM5_HUMAN	PRDM5 PFM2	2.1.1.-
P78527	PRKDC_HUMAN	PRKDC HYRC HYRC1	2.7.11.1
Q9H0K6	PUS7L_HUMAN	PUS7L	5.4.99.-
Q9UJ37	SIA7B_HUMAN	ST6GALNAC2 SIAT7B SIATL1 STHM	2.4.99.3
O75845	SC5D_HUMAN	SC5D SC5DL	1.14.19.20
Q658P3	STEA3_HUMAN	STEAP3 TSAP6	1.16.1.-
A6NNY8	UBP27_HUMAN	USP27X USP22L USP27	3.4.19.12
Q9UPU5	UBP24_HUMAN	USP24 KIAA1057	3.4.19.12
Q9HCJ6	VAT1L_HUMAN	VAT1L KIAA1576	1.-.-.-
Q68D06	SLN13_HUMAN	SLFN13	3.1.-.-
Q9NR45	SIAS_HUMAN	NANS SAS	2.5.1.56; 2.5.1.57
O00204	ST2B1_HUMAN	SULT2B1 HSST2	2.8.2.2
O43463	SUV91_HUMAN	SUV39H1 KMT1A SUV39H	2.1.1.355
P53597	SUCA_HUMAN	SUCLG1	6.2.1.4; 6.2.1.5
Q16222	UAP1_HUMAN	UAP1 SPAG2	2.7.7.83; 2.7.7.23
P51965	UB2E1_HUMAN	UBE2E1 UBCH6	2.3.2.23; 2.3.2.24
Q16851	UGPA_HUMAN	UGP2 UGP1	2.7.7.9
Q9Y4E8	UBP15_HUMAN	USP15 KIAA0529	3.4.19.12
D6RA61	U17LM_HUMAN	USP17L22	3.4.19.12
P30291	WEE1_HUMAN	WEE1	2.7.10.2
P23381	SYWC_HUMAN	WARS1 IFI53 WARS WRS	6.1.1.2
Q8NDG6	TDRD9_HUMAN	TDRD9 C14orf75	3.6.4.13
Q3LXA3	TKFC_HUMAN	TKFC DAK	2.7.1.28; 2.7.1.29; 4.6.1.15
Q9NUW8	TYDP1_HUMAN	TDP1	3.1.4.-
Q9BYE2	TMPSD_HUMAN	TMPRSS13 MSP TMPRSS11	3.4.21.-
O14933	UB2L6_HUMAN	UBE2L6 UBCH8	2.3.2.23
P63129	VPK24_HUMAN	ERVK-24	3.4.23.50
Q9ULC8	ZDHC8_HUMAN	ZDHHC8 KIAA1292 ZDHHCL1 ZNF378	2.3.1.225
Q9P0U3	SENP1_HUMAN	SENP1	3.4.22.-
P00441	SODC_HUMAN	SOD1	1.15.1.1
P21549	SPYA_HUMAN	AGXT AGT1 SPAT	2.6.1.51; 2.6.1.44
Q11203	SIAT6_HUMAN	ST3GAL3 SIAT6	2.4.99.6
Q96JF0	SIAT2_HUMAN	ST6GAL2 KIAA1877 SIAT2	2.4.99.1
Q8NBK3	SUMF1_HUMAN	SUMF1 PSEC0152 UNQ3037/PRO9852	1.8.3.7
Q9Y6E0	STK24_HUMAN	STK24 MST3 STK3	2.7.11.1
Q17R31	TATD3_HUMAN	TATDN3	3.1.21.-
Q32P41	TRM5_HUMAN	TRMT5 KIAA1393 TRM5	2.1.1.228
Q8N9V2	TRIML_HUMAN	TRIML1 RNF209	2.3.2.27
O15344	TRI18_HUMAN	MID1 FXY RNF59 TRIM18 XPRF	2.3.2.27
Q96F44	TRI11_HUMAN	TRIM11 RNF92	2.3.2.27
A6NNM8	TTL13_HUMAN	TTLL13P TTLL13	6.-.-.-
Q70CQ3	UBP30_HUMAN	USP30	3.4.19.12
Q712K3	UB2R2_HUMAN	UBE2R2 CDC34B UBC3B	2.3.2.23
P49247	RPIA_HUMAN	RPIA RPI	5.3.1.6
Q9C0A6	SETD5_HUMAN	SETD5 KIAA1757	2.1.1.-; 2.1.1.359
Q9HBY8	SGK2_HUMAN	SGK2	2.7.11.1
Q6ZRS2	SRCAP_HUMAN	SRCAP KIAA0309	3.6.4.-
Q9Y6A9	SPCS1_HUMAN	SPCS1 SPC12 HSPC033	3.4.-.-
Q15772	SPEG_HUMAN	SPEG APEG1 KIAA1297	2.7.11.1
P51532	SMCA4_HUMAN	SMARCA4 BAF190A BRG1 SNF2B SNF2L4	3.6.4.-
Q8WYL5	SSH1_HUMAN	SSH1 KIAA1298 SSH1L	3.1.3.16; 3.1.3.48
P37837	TALDO_HUMAN	TALDO1 TAL TALDO TALDOR	2.2.1.2
A2RTX5	SYTC2_HUMAN	TARS3 TARSL2	6.1.1.3
P19971	TYPH_HUMAN	TYMP ECGF1	2.4.2.4
Q8N2K1	UB2J2_HUMAN	UBE2J2 NCUBE2	2.3.2.23
P63279	UBC9_HUMAN	UBE2I UBC9 UBCE9	2.3.2.-
D6R901	U17LL_HUMAN	USP17L21	3.4.19.12
Q9UMW8	UBP18_HUMAN	USP18 ISG43	3.4.19.-
Q9Y2K6	UBP20_HUMAN	USP20 KIAA1003 LSFR3A VDU2	3.4.19.12
Q86V25	VASH2_HUMAN	VASH2 VASHL	3.4.17.17
P24666	PPAC_HUMAN	ACP1	3.1.3.48; 3.1.3.2
Q9H633	RPP21_HUMAN	RPP21 C6orf135 CAT60	3.1.26.5
P0C263	SBK2_HUMAN	SBK2 SGK069	2.7.11.1
Q9NRC8	SIR7_HUMAN	SIRT7 SIR2L7	2.3.1.286; 2.3.1.-
O15466	SIA8E_HUMAN	ST8SIA5 SIAT8E	2.4.99.-
Q96PF1	TGM7_HUMAN	TGM7	2.3.2.13
A6NFA1	TIKI2_HUMAN	TRABD2B HKAT TIKI2	3.4.-.-
Q9C029	TRIM7_HUMAN	TRIM7 GNIP RNF90	2.3.2.27
Q969Q1	TRI63_HUMAN	TRIM63 IRF MURF1 RNF28 SMRZ	2.3.2.27
Q9NXH9	TRM1_HUMAN	TRMT1	2.1.1.216
Q9BWV7	TTLL2_HUMAN	TTLL2 C6orf104	6.-.-.-
P14679	TYRO_HUMAN	TYR	1.14.18.1
P45974	UBP5_HUMAN	USP5 ISOT	3.4.19.12
Q16842	SIA4B_HUMAN	ST3GAL2 SIAT4B	2.4.99.4; 2.4.99.2
Q96EM0	T3HPD_HUMAN	L3HYPDH C14orf149	4.2.1.77
Q5T1C6	THEM4_HUMAN	THEM4 CTMP	3.1.2.2
Q59H18	TNI3K_HUMAN	TNNI3K CARK	2.7.11.1
Q9UKE5	TNIK_HUMAN	TNIK KIAA0551	2.7.11.1
Q15185	TEBP_HUMAN	PTGES3 P23 TEBP	5.3.99.3
Q8IWU9	TPH2_HUMAN	TPH2 NTPH	1.14.16.4
Q96KB5	TOPK_HUMAN	PBK TOPK	2.7.12.2
A0A1B0GUS4	UB2L5_HUMAN	UBE2L5	2.3.2.23
P11172	UMPS_HUMAN	UMPS OK/SW-cl.21	2.4.2.10; 4.1.1.23
Q9Y5Z9	UBIA1_HUMAN	UBIAD1 TERE1	2.5.1.-
Q9UHP3	UBP25_HUMAN	USP25 USP21	3.4.19.12
Q9NYU1	UGGG2_HUMAN	UGGT2 UGCGL2 UGT2	2.4.1.-
O00762	UBE2C_HUMAN	UBE2C UBCH10	2.3.2.23; 2.3.2.24
A6NGE7	URAD_HUMAN	URAD PRHOXNB	4.1.1.97
Q9HAW9	UD18_HUMAN	UGT1A8 GNT1 UGT1	2.4.1.17
O75643	U520_HUMAN	SNRNP200 ASCC3L1 HELIC2 KIAA0788	3.6.4.13
P16662	UD2B7_HUMAN	UGT2B7 UGTB2B9	2.4.1.17
O75452	RDH16_HUMAN	RDH16 RODH4 SDR9C8	1.1.1.105; 1.1.1.209; 1.1.1.315; 1.1.1.53
P49792	RBP2_HUMAN	RANBP2 NUP358	2.3.2.-
Q8N8N0	RN152_HUMAN	RNF152	2.3.2.27
Q6ZSG1	RN165_HUMAN	RNF165	2.3.2.27
P52758	RIDA_HUMAN	RIDA HRSP12	3.5.99.10
P42680	TEC_HUMAN	TEC PSCTK4	2.7.10.2
Q9BXR5	TLR10_HUMAN	TLR10 UNQ315/PRO358	3.2.2.6
O95985	TOP3B_HUMAN	TOP3B TOP3B1	5.6.2.1
Q8N394	TMTC2_HUMAN	TMTC2	2.4.1.109
Q9C037	TRIM4_HUMAN	TRIM4 RNF87	2.3.2.27
P21580	TNAP3_HUMAN	TNFAIP3 OTUD7C	2.3.2.-; 3.4.19.12
P33981	TTK_HUMAN	TTK MPS1 MPS1L1	2.7.12.1
Q6EMB2	TTLL5_HUMAN	TTLL5 KIAA0998 STAMP	6.-.-.-
Q9NVH6	TMLH_HUMAN	TMLHE TMLH	1.14.11.8
Q9BXA6	TSSK6_HUMAN	TSSK6 SSTK FKSG82	2.7.11.1
P17643	TYRP1_HUMAN	TYRP1 CAS2 TYRP TYRRP	1.14.18.-
P17812	PYRG1_HUMAN	CTPS1 CTPS	6.3.4.2
Q99578	RIT2_HUMAN	RIT2 RIN ROC2	3.6.5.2
Q9BVS4	RIOK2_HUMAN	RIOK2 RIO2	2.7.11.1
Q9UPE1	SRPK3_HUMAN	SRPK3 MSSK1 STK23	2.7.11.1
Q15831	STK11_HUMAN	STK11 LKB1 PJS	2.7.11.1
Q13188	STK3_HUMAN	STK3 KRS1 MST2	2.7.11.1
O14657	TOR1B_HUMAN	TOR1B DQ1 FKSG18	3.6.4.-
Q8N7C3	TRIMM_HUMAN	TRIML2 SPRYD6	2.3.2.27
O60507	TPST1_HUMAN	TPST1	2.8.2.20
Q9C040	TRIM2_HUMAN	TRIM2 KIAA0517 RNF86	2.3.2.27
P07101	TY3H_HUMAN	TH TYH	1.14.16.2
O75385	ULK1_HUMAN	ULK1 KIAA0722	2.7.11.1
Q14694	UBP10_HUMAN	USP10 KIAA0190	3.4.19.12
P35503	UD13_HUMAN	UGT1A3 GNT1 UGT1	2.4.1.17
Q969M7	UBE2F_HUMAN	UBE2F NCE2	2.3.2.32
Q9UPQ7	PZRN3_HUMAN	PDZRN3 KIAA1095 LNX3 SEMCAP3	2.3.2.27
P46063	RECQ1_HUMAN	RECQL RECQ1 RECQL1	3.6.4.12
Q99496	RING2_HUMAN	RNF2 BAP1 DING HIPI3 RING1B	2.3.2.27
O60673	REV3L_HUMAN	REV3L POLZ REV3	2.7.7.7
Q9H9J2	RM44_HUMAN	MRPL44	3.1.26.-
Q9NTX7	RN146_HUMAN	RNF146	2.3.2.27
Q52WX2	SBK1_HUMAN	SBK1	2.7.11.1
O15357	SHIP2_HUMAN	INPPL1 SHIP2	3.1.3.86
Q9H2G2	SLK_HUMAN	SLK KIAA0204 STK2	2.7.11.1
Q8IWU6	SULF1_HUMAN	SULF1 KIAA1077	3.1.6.-
P29144	TPP2_HUMAN	TPP2	3.4.14.10
Q9NSU2	TREX1_HUMAN	TREX1	3.1.11.2
Q5VVX9	UBE2U_HUMAN	UBE2U	2.3.2.23
Q96T88	UHRF1_HUMAN	UHRF1 ICBP90 NP95 RNF106	2.3.2.27
P48651	PTSS1_HUMAN	PTDSS1 KIAA0024 PSSA	2.7.8.29
Q8IV42	PSTK_HUMAN	PSTK C10orf89	2.7.1.164
P08575	PTPRC_HUMAN	PTPRC CD45	3.1.3.48
P07998	RNAS1_HUMAN	RNASE1 RIB1 RNS1	4.6.1.18
Q15005	SPCS2_HUMAN	SPCS2 KIAA0102 SPC25	3.4.-.-
P28370	SMCA1_HUMAN	SMARCA1 SNF2L SNF2L1	3.6.4.-
Q9H3Y6	SRMS_HUMAN	SRMS C20orf148	2.7.10.2
Q15031	SYLM_HUMAN	LARS2 KIAA0028	6.1.1.4
Q7L7X3	TAOK1_HUMAN	TAOK1 KIAA1361 MAP3K16 MARKK	2.7.11.1
Q86T26	TM11B_HUMAN	TMPRSS11B HATL5	3.4.21.-
Q7Z2T5	TRM1L_HUMAN	TRMT1L C1orf25 TRM1L MSTP070	2.1.1.-
P60604	UB2G2_HUMAN	UBE2G2 UBC7	2.3.2.23
A8MPS7	YDJC_HUMAN	YDJC	3.5.1.-
Q4JDL3	PTN20_HUMAN	PTPN20 PTPN20A PTPN20B	3.1.3.48
Q8N142	PURA1_HUMAN	ADSS1 ADSSL1	6.3.4.4
Q13332	PTPRS_HUMAN	PTPRS	3.1.3.48
Q9BSE5	SPEB_HUMAN	AGMAT	3.5.3.11
Q9HA77	SYCM_HUMAN	CARS2 OK/SW-cl.10	6.1.1.16
Q96S53	TESK2_HUMAN	TESK2	2.7.12.1
Q9Y2C9	TLR6_HUMAN	TLR6	3.2.2.6
O14717	TRDMT_HUMAN	TRDMT1 DNMT2	2.1.1.204
Q9NQ86	TRI36_HUMAN	TRIM36 RBCC728 RNF98	2.3.2.27
Q8NG06	TRI58_HUMAN	TRIM58	2.3.2.27
P35916	VGFR3_HUMAN	FLT4 VEGFR3	2.7.10.1
Q15262	PTPRK_HUMAN	PTPRK PTPK	3.1.3.48
P61026	RAB10_HUMAN	RAB10	3.6.5.2
Q9BY78	RNF26_HUMAN	RNF26	2.3.2.27
Q04912	RON_HUMAN	MST1R PTK8 RON	2.7.10.1
O43175	SERA_HUMAN	PHGDH PGDH3	1.1.1.95; 1.1.1.399; 1.1.1.37
